timestamp,close_binance,volume_binance,close_coinbase,volume_coinbase,cb_gap,std_cb_gap
2024-01-01 00:00:00,42475.23,1271.68108,42492.52,29.68558305,17.289999999993597,1.0564074877688387
2024-01-01 01:00:00,42613.56,1196.37856,42618.22,28.80730959,4.6600000000034925,0.1970933194469021
2024-01-01 02:00:00,42581.1,685.2198,42575.4,12.87223592,-5.69999999999709,-0.5077756262239403
2024-01-01 03:00:00,42330.49,794.80391,42333.22,17.97900782,2.7300000000032014,0.0657808614213369
2024-01-01 04:00:00,42399.99,715.4176,42393.74,22.14646232,-6.25,-0.5451962748842678
2024-01-01 05:00:00,42234.01,736.53152,42233.98,10.25208357,-0.0299999999988358,-0.1220027573096332
2024-01-01 06:00:00,42396.69,601.3725,42397.66,17.50172416,0.9700000000011642,-0.053965214291216
2024-01-01 07:00:00,42492.46,653.67718,42498.98,18.02925991,6.5200000000040745,0.3236431494611978
2024-01-01 08:00:00,42549.99,427.19365,42545.32,12.14713936,-4.669999999998254,-0.4376969569150498
2024-01-01 09:00:00,42649.69,879.62491,42634.23,14.16363247,-15.459999999999129,-1.1718220460838311
2024-01-01 10:00:00,42691.1,856.81851,42700.74,13.31114879,9.639999999999418,0.5359202836783429
2024-01-01 11:00:00,42690.2,785.16567,42695.66,12.40008916,5.460000000006403,0.2515233538618339
2024-01-01 12:00:00,42648.38,785.52851,42653.03,13.56344486,4.650000000001455,0.1964129440165793
2024-01-01 13:00:00,42715.54,497.2024,42721.19,11.78445403,5.650000000001455,0.2644504870349966
2024-01-01 14:00:00,42612.24,711.01152,42612.52,19.53946668,0.2799999999988358,-0.1009111189740823
2024-01-01 15:00:00,42783.05,942.70163,42780.36,24.40822267,-2.6900000000023283,-0.3029826217388608
2024-01-01 16:00:00,42725.15,918.71056,42714.69,18.5925786,-10.459999999999129,-0.8316343309917451
2024-01-01 17:00:00,42812.7,677.33678,42820.07,21.36095272,7.370000000002619,0.3814750610267535
2024-01-01 18:00:00,43111.1,2143.30897,43109.63,58.81717465,-1.4700000000011642,-0.2199768192563125
2024-01-01 19:00:00,43517.99,1947.61533,43517.24,65.71616484,-0.75,-0.1709897882829729
2024-01-01 20:00:00,43687.86,2905.07295,43674.49,71.90850295,-13.37000000000262,-1.029623581175577
2024-01-01 21:00:00,43619.21,1541.59126,43603.94,29.46432814,-15.2699999999968,-1.1588949129101738
2024-01-01 22:00:00,43529.93,1024.36372,43515.08,32.22147034,-14.849999999998545,-1.1303191448425574
2024-01-01 23:00:00,44179.55,3475.97051,44176.97,152.72112106,-2.5800000000017462,-0.2954984920067953
2024-01-02 00:00:00,45056.0,6986.25967,45074.33,212.60238902,18.330000000001743,1.1271665325085471
2024-01-02 01:00:00,44855.96,4397.86376,44850.58,98.69014717,-5.379999999997381,-0.4860036124580666
2024-01-02 02:00:00,45378.96,3016.04235,45401.0,43.17254526,22.040000000000877,1.3795858171068158
2024-01-02 03:00:00,45402.38,2693.12081,45412.97,85.93781404,10.590000000003783,0.6005559495461362
2024-01-02 04:00:00,45179.8,2268.27572,45189.16,15.58964281,9.360000000000582,0.5168697716332652
2024-01-02 05:00:00,45179.48,1617.2842,45187.74,21.69027513,8.259999999994761,0.4420284743126101
2024-01-02 06:00:00,45168.75,1390.33832,45172.51,20.83784292,3.760000000002037,0.1358595307302275
2024-01-02 07:00:00,45455.53,3112.52478,45468.75,68.12889601,13.220000000001164,0.7794946876843954
2024-01-02 08:00:00,45759.3,3323.21707,45744.81,91.72132504,-14.49000000000524,-1.1058256293563824
2024-01-02 09:00:00,45673.48,2096.46195,45678.84,73.1594366,5.359999999993306,0.2447195995591011
2024-01-02 10:00:00,45584.99,2069.22249,45578.26,44.91750211,-6.7299999999959255,-0.577854295532831
2024-01-02 11:00:00,45433.99,2538.49307,45413.42,36.37543353,-20.56999999999971,-1.5194938909079831
2024-01-02 12:00:00,45301.99,2128.11147,45310.6,63.75709392,8.610000000000582,0.4658416143694522
2024-01-02 13:00:00,45637.93,2253.76868,45639.33,66.43852493,1.4000000000014552,-0.0247090707932767
2024-01-02 14:00:00,45258.73,4553.21243,45279.97,89.10709373,21.239999999997963,1.325155782691884
2024-01-02 15:00:00,45184.82,4301.03657,45186.84,97.53664738,2.0199999999967986,0.017474205877825
2024-01-02 16:00:00,45357.84,3052.23783,45356.96,66.13943061,-0.8799999999973807,-0.1798346688751889
2024-01-02 17:00:00,44966.15,2540.00308,44964.77,62.00815652,-1.3800000000046566,-0.2138534403848926
2024-01-02 18:00:00,45154.69,1806.0773,45135.86,75.52472914,-18.830000000001743,-1.4011085660560758
2024-01-02 19:00:00,45039.49,2347.28624,45041.03,47.26696415,1.5400000000008731,-0.0151838147707379
2024-01-02 20:00:00,44788.28,1940.02489,44789.54,206.8703277,1.2600000000020373,-0.0342343268158156
2024-01-02 21:00:00,45119.74,2043.74183,45104.82,77.7128226,-14.919999999998254,-1.1350817728538267
2024-01-02 22:00:00,44981.73,1591.57491,44984.05,57.3474507,2.319999999999709,0.0378854687835482
2024-01-02 23:00:00,44946.91,1080.22719,44954.64,45.07977728,7.729999999995925,0.4059685765129282
2024-01-03 00:00:00,45135.61,1410.31904,45127.0,70.20605673,-8.610000000000582,-0.7057648764077722
2024-01-03 01:00:00,45317.58,1166.18095,45314.72,31.89925069,-2.860000000000582,-0.3145490040518729
2024-01-03 02:00:00,45274.57,1434.81631,45276.89,37.12458292,2.319999999999709,0.0378854687835482
2024-01-03 03:00:00,45262.69,739.36966,45259.29,28.56578089,-3.400000000001455,-0.3512892772818776
2024-01-03 04:00:00,45183.45,796.786,45186.52,17.32080093,3.069999999999709,0.0889136260473612
2024-01-03 05:00:00,45172.13,849.38832,45176.65,24.52750583,4.5200000000040745,0.1875680634243632
2024-01-03 06:00:00,45326.93,1264.55564,45324.09,27.35210003,-2.8400000000037835,-0.3131882531917224
2024-01-03 07:00:00,45011.77,1780.38521,45024.98,23.54478361,13.210000000006405,0.7788143122545677
2024-01-03 08:00:00,45200.0,1462.95207,45202.81,31.19067489,2.809999999997672,0.0712238648624341
2024-01-03 09:00:00,45344.67,2006.28796,45327.84,47.67567129,-16.830000000001746,-1.265033480019241
2024-01-03 10:00:00,45151.91,1918.59612,45150.36,34.99955066,-1.5500000000029104,-0.2254198226979047
2024-01-03 11:00:00,43702.88,7849.69163,43696.98,292.01755712,-5.899999999994179,-0.5213831348274258
2024-01-03 12:00:00,42789.38,20155.46959,42788.44,396.39033762,-0.9399999999950523,-0.1839169214561355
2024-01-03 13:00:00,42529.4,5587.0456,42501.14,157.77370101,-28.26000000000204,-2.0427025967197703
2024-01-03 14:00:00,42179.99,4566.2886,42170.72,84.86797576,-9.2699999999968,-0.7506696547996702
2024-01-03 15:00:00,43000.01,5175.34831,42999.55,201.83875641,-0.4599999999991269,-0.1512589008075724
2024-01-03 16:00:00,42992.67,6973.81609,42982.33,248.23692246,-10.339999999996508,-0.8234698258293568
2024-01-03 17:00:00,42906.0,2945.17641,42906.65,144.74282348,0.6500000000014552,-0.0757372280570897
2024-01-03 18:00:00,42255.72,3314.04996,42224.9,219.06563397,-30.81999999999971,-2.21687870684676
2024-01-03 19:00:00,42596.67,3662.29946,42599.56,191.02278198,2.889999999999418,0.0766668683040263
2024-01-03 20:00:00,42721.02,1931.53987,42717.98,134.92653432,-3.039999999993597,-0.3267957617947128
2024-01-03 21:00:00,42917.62,1692.53055,42892.05,115.78813012,-25.56999999999971,-1.8596816060000696
2024-01-03 22:00:00,42749.68,1385.88591,42748.3,53.25273569,-1.3799999999973809,-0.2138534403843975
2024-01-03 23:00:00,42845.23,1125.77247,42841.6,23.99399653,-3.6300000000046566,-0.3669379121763314
2024-01-04 00:00:00,42874.01,1619.84247,42882.69,33.46440842,8.680000000000291,0.4706042423807217
2024-01-04 01:00:00,42708.01,1337.96527,42710.41,47.95244441,2.400000000001455,0.0433284722251404
2024-01-04 02:00:00,43138.49,1256.1727,43142.17,69.48859157,3.680000000000291,0.1304165272886353
2024-01-04 03:00:00,43102.8,1274.15811,43111.35,29.63346858,8.549999999995634,0.4617593617880106
2024-01-04 04:00:00,43149.99,1080.01392,43149.93,27.88574027,-0.0599999999976716,-0.1240438836001065
2024-01-04 05:00:00,43183.74,971.30246,43182.48,16.23950194,-1.2599999999947613,-0.2056889352220093
2024-01-04 06:00:00,43155.46,989.98669,43156.55,29.73737785,1.0900000000037835,-0.0458007091288277
2024-01-04 07:00:00,42763.08,2402.09322,42766.85,82.89789089,3.769999999996799,0.1365399061600553
2024-01-04 08:00:00,42849.66,1650.32861,42846.77,43.17104782,-2.890000000006694,-0.3165901303428413
2024-01-04 09:00:00,43007.74,1411.97913,43016.16,33.33847798,8.42000000000553,0.4529144811962896
2024-01-04 10:00:00,43073.26,2250.33233,43074.93,74.74284415,1.6699999999982538,-0.0063389341785219
2024-01-04 11:00:00,43176.32,1433.76942,43172.98,50.35990562,-3.3399999999965075,-0.347207024700436
2024-01-04 12:00:00,43378.12,2238.88425,43380.41,89.75957276,2.290000000000873,0.0358443424930749
2024-01-04 13:00:00,43346.68,1658.84054,43361.31,44.98100617,14.62999999999738,0.8754276233401064
2024-01-04 14:00:00,43676.07,2649.8067,43672.39,79.77751209,-3.680000000000291,-0.3703397893269552
2024-01-04 15:00:00,44051.1,5051.47874,44043.85,138.21275792,-7.25,-0.613233817902685
2024-01-04 16:00:00,43915.71,2764.45038,43928.97,50.75779445,13.260000000002035,0.7822161894051916
2024-01-04 17:00:00,43990.01,2510.89188,43994.91,61.57476854,4.900000000001455,0.2134223297711836
2024-01-04 18:00:00,44048.96,1520.18678,44057.25,26.27400672,8.290000000000873,0.4440696006035785
2024-01-04 19:00:00,43956.48,2603.99272,43966.53,73.26251196,10.049999999995634,0.5638156763156364
2024-01-04 20:00:00,44113.68,3043.38975,44139.18,113.57674939,25.5,1.6149957159504802
2024-01-04 21:00:00,44430.86,2538.90479,44435.12,91.55125258,4.260000000002037,0.1698783022394361
2024-01-04 22:00:00,44318.0,2470.81905,44344.23,46.26566375,26.2300000000032,1.6646631223541426
2024-01-04 23:00:00,44151.1,1308.47343,44154.57,32.02993977,3.470000000001164,0.1161286432548271
2024-01-05 00:00:00,44211.1,1764.77429,44230.01,33.22313584,18.91000000000349,1.166628307459348
2024-01-05 01:00:00,43376.0,5302.04832,43389.96,209.27988199,13.959999999999129,0.8298424695178857
2024-01-05 02:00:00,43506.0,3111.00846,43509.09,136.31132332,3.0899999999965075,0.0902743769075117
2024-01-05 03:00:00,43465.21,1543.67157,43479.51,44.55523849,14.30000000000291,0.8529752341444049
2024-01-05 04:00:00,43589.88,1790.05634,43585.87,49.08900816,-4.009999999994761,-0.3927921785226567
2024-01-05 05:00:00,43644.15,947.34888,43643.1,17.48110563,-1.0500000000029104,-0.1914010511886961
2024-01-05 06:00:00,43844.82,1112.36781,43840.96,20.74714386,-3.860000000000582,-0.3825865470702902
2024-01-05 07:00:00,43777.47,1099.83728,43780.19,23.33228795,2.720000000001164,0.0651004859910142
2024-01-05 08:00:00,43911.44,989.5563,43910.41,28.5721053,-1.0299999999988358,-0.1900403003280505
2024-01-05 09:00:00,44147.21,2628.68996,44142.62,68.46658916,-4.589999999996508,-0.4322539534734576
2024-01-05 10:00:00,43628.18,1876.88721,43630.57,40.79495495,2.389999999999418,0.0426480967948176
2024-01-05 11:00:00,43771.34,1560.50376,43744.84,35.01432807,-26.5,-1.9229565210072173
2024-01-05 12:00:00,43882.52,1865.99113,43872.53,47.81220424,-9.989999999997965,-0.7996566857730097
2024-01-05 13:00:00,43986.01,1994.26258,43992.78,37.88891369,6.769999999996799,0.3406525352153071
2024-01-05 14:00:00,43486.04,3583.28008,43490.68,85.03394965,4.639999999999418,0.1957325685862565
2024-01-05 15:00:00,43500.01,2600.74661,43492.46,56.84978494,-7.55000000000291,-0.6336450808084083
2024-01-05 16:00:00,43225.99,2401.19219,43225.64,50.15460654,-0.3499999999985448,-0.1437747710755069
2024-01-05 17:00:00,43609.53,2540.97502,43607.64,61.98400988,-1.889999999999418,-0.248552587323929
2024-01-05 18:00:00,43610.07,1274.08655,43606.63,31.17061281,-3.4400000000023283,-0.3540107790026737
2024-01-05 19:00:00,43600.0,1243.82237,43589.96,36.54200064,-10.040000000000871,-0.8030585629241287
2024-01-05 20:00:00,43955.07,2500.69771,43955.92,125.5363193,0.8499999999985448,-0.0621297194536042
2024-01-05 21:00:00,43946.26,1609.24913,43945.7,50.9035593,-0.5600000000049477,-0.1580626551098102
2024-01-05 22:00:00,43967.44,1024.55085,43957.08,30.96672277,-10.360000000000582,-0.8248305766900024
2024-01-05 23:00:00,44145.11,1709.64887,44128.22,39.72118484,-16.889999999999418,-1.2691157326001878
